symbol,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
MSFT,2021-09-30,2021-10-26,2.27,2.07,0.2,9.6618,post-market
MSFT,2021-06-30,2021-07-27,2.17,1.92,0.25,13.0208,post-market
MSFT,2021-03-31,2021-04-27,1.95,1.78,0.17,9.5506,post-market
MRNA,2023-12-31,2024-02-22,0.55,-0.97,1.52,156.701,pre-market
MRNA,2023-09-30,2023-11-02,-9.53,-1.93,-7.6,-393.7824,pre-market
MRNA,2023-06-30,2023-08-03,-3.62,-4.04,0.42,10.396,pre-market
MRNA,2023-03-31,2023-05-04,0.19,-1.77,1.96,110.7345,pre-market
MRNA,2022-12-31,2023-02-23,3.61,4.68,-1.07,-22.8632,pre-market
MRNA,2022-09-30,2022-11-03,2.53,3.29,-0.76,-23.1003,pre-market
MRNA,2022-06-30,2022-08-03,5.24,4.55,0.69,15.1648,pre-market
MRNA,2022-03-31,2022-05-04,8.58,5.21,3.37,64.6833,pre-market
MRNA,2021-12-31,2022-02-24,11.29,9.9,1.39,14.0404,pre-market
MRNA,2021-09-30,2021-11-04,7.7,9.05,-1.35,-14.9171,pre-market
MRNA,2021-06-30,2021-08-05,6.46,5.96,0.5,8.3893,pre-market
MRNA,2021-03-31,2021-05-06,2.84,2.39,0.45,18.8285,pre-market
MDLZ,2023-12-31,2024-01-30,0.84,0.78,0.06,7.6923,post-market
MDLZ,2023-09-30,2023-11-01,0.82,0.79,0.03,3.7975,post-market
MDLZ,2023-06-30,2023-07-27,0.76,0.69,0.07,10.1449,post-market
MDLZ,2023-03-31,2023-04-27,0.89,0.8,0.09,11.25,post-market
MDLZ,2022-12-31,2023-01-31,0.73,0.7,0.03,4.2857,post-market
MDLZ,2022-09-30,2022-11-01,0.74,0.69,0.05,7.2464,post-market
MDLZ,2022-06-30,2022-07-26,0.67,0.64,0.03,4.6875,post-market
MDLZ,2022-03-31,2022-04-26,0.84,0.74,0.1,13.5135,post-market
MDLZ,2021-12-31,2022-01-27,0.72,0.72,0,0,post-market
MDLZ,2021-09-30,2021-11-02,0.7,0.7,0,0,post-market
MDLZ,2021-06-30,2021-07-27,0.66,0.65,0.01,1.5385,post-market
MDLZ,2021-03-31,2021-04-27,0.77,0.69,0.08,11.5942,post-market
MDB,2023-10-31,2023-12-05,0.96,0.5,0.46,92,post-market
MDB,2023-07-31,2023-08-31,0.93,0.46,0.47,102.1739,post-market
MDB,2023-04-30,2023-06-01,0.56,0.19,0.37,194.7368,post-market
MDB,2023-01-31,2023-03-08,0.57,0.07,0.5,714.2857,post-market
MDB,2022-10-31,2022-12-06,0.23,-0.17,0.4,235.2941,post-market
MDB,2022-07-31,2022-08-31,-0.23,-0.28,0.05,17.8571,post-market
MDB,2022-04-30,2022-06-01,0.2,-0.09,0.29,322.2222,post-market
MDB,2022-01-31,2022-03-08,-0.09,-0.23,0.14,60.8696,post-market
MDB,2021-10-31,2021-12-06,-0.11,-0.38,0.27,71.0526,post-market
MDB,2021-07-31,2021-09-02,-0.24,-0.39,0.15,38.4615,post-market
MDB,2021-04-30,2021-06-03,-0.15,-0.37,0.22,59.4595,post-market
MDB,2021-01-31,2021-03-09,-0.33,-0.39,0.06,15.3846,post-market
MNST,2023-12-31,2024-02-28,0.38,0.38,0,0,post-market
MNST,2023-09-30,2023-11-02,0.43,0.4,0.03,7.5,post-market
MNST,2023-06-30,2023-08-03,0.39,0.39,0,0,post-market
MNST,2023-03-31,2023-05-04,0.38,0.34,0.04,11.7647,post-market
MNST,2022-12-31,2023-02-28,0.57,0.63,-0.06,-9.5238,post-market
MNST,2022-09-30,2022-11-03,0.6,0.59,0.01,1.6949,post-market
MNST,2022-06-30,2022-08-04,0.51,0.7,-0.19,-27.1429,post-market
MNST,2022-03-31,2022-05-05,0.55,0.61,-0.06,-9.8361,post-market
MNST,2021-12-31,2022-02-24,0.6,0.61,-0.01,-1.6393,post-market
MNST,2021-09-30,2021-11-04,0.63,0.67,-0.04,-5.9701,post-market
MNST,2021-06-30,2021-08-05,0.75,0.68,0.07,10.2941,post-market
MNST,2021-03-31,2021-05-06,0.59,0.61,-0.02,-3.2787,post-market
NFLX,2023-12-31,2024-03-04,2.11,2.22,-0.11,-4.955,post-market
NFLX,2023-09-30,2023-10-18,3.73,3.49,0.24,6.8768,post-market
NFLX,2023-06-30,2023-07-19,3.29,2.86,0.43,15.035,post-market
NFLX,2023-03-31,2023-04-18,2.88,2.86,0.02,0.6993,post-market
NFLX,2022-12-31,2023-01-19,0.12,0.45,-0.33,-73.3333,post-market
NFLX,2022-09-30,2022-10-18,3.1,2.13,0.97,45.5399,post-market
NFLX,2022-06-30,2022-07-19,3.2,2.94,0.26,8.8435,post-market
NFLX,2022-03-31,2022-04-19,3.53,2.89,0.64,22.1453,post-market
NFLX,2021-12-31,2022-01-20,1.33,0.82,0.51,62.1951,post-market
NFLX,2021-09-30,2021-10-19,3.19,2.56,0.63,24.6094,post-market
NFLX,2021-06-30,2021-07-20,2.97,3.16,-0.19,-6.0127,post-market
NFLX,2021-03-31,2021-04-20,3.75,2.97,0.78,26.2626,post-market
NVDA,2023-10-31,2023-11-21,4.02,3.37,0.65,19.2878,post-market
NVDA,2023-07-31,2023-08-23,2.7,2.09,0.61,29.1866,post-market
NVDA,2023-04-30,2023-05-24,1.09,0.92,0.17,18.4783,post-market
NVDA,2023-01-31,2023-02-22,0.88,0.81,0.07,8.642,post-market
NVDA,2022-10-31,2022-11-16,0.58,0.69,-0.11,-15.942,post-market
NVDA,2022-07-31,2022-08-24,0.51,1.26,-0.75,-59.5238,post-market
NVDA,2022-04-30,2022-05-25,1.36,1.29,0.07,5.4264,post-market
NVDA,2022-01-31,2022-02-16,1.32,1.22,0.1,8.1967,post-market
NVDA,2021-10-31,2021-11-17,1.17,1.11,0.06,5.4054,post-market
NVDA,2021-07-31,2021-08-18,1.04,1.01,0.03,2.9703,post-market
NVDA,2021-04-30,2021-05-26,0.92,0.82,0.1,12.1951,post-market
NVDA,2021-01-31,2021-02-24,0.78,0.7,0.08,11.4286,post-market
NXPI,2023-12-31,2024-02-05,3.71,3.63,0.08,2.2039,post-market
NXPI,2023-09-30,2023-11-06,3.7,3.59,0.11,3.0641,post-market
NXPI,2023-06-30,2023-07-24,3.43,3.29,0.14,4.2553,post-market
NXPI,2023-03-31,2023-05-01,3.19,3.02,0.17,5.6291,post-market
NXPI,2022-12-31,2023-01-30,3.63,3.6,0.03,0.8333,post-market
NXPI,2022-09-30,2022-10-31,3.81,3.63,0.18,4.9587,post-market
NXPI,2022-06-30,2022-07-25,3.52,3.35,0.17,5.0746,post-market
NXPI,2022-03-31,2022-05-02,3.34,3.17,0.17,5.3628,post-market
NXPI,2021-12-31,2022-01-31,3.2,2.99,0.21,7.0234,post-market
NXPI,2021-09-30,2021-11-01,2.84,2.72,0.12,4.4118,post-market
NXPI,2021-06-30,2021-08-02,2.44,2.31,0.13,5.6277,post-market
NXPI,2021-03-31,2021-04-26,2.2,2.21,-0.01,-0.4525,post-market
ORLY,2023-12-31,2024-02-07,9.26,9.17,0.09,0.9815,post-market
ORLY,2023-09-30,2023-10-25,10.73,10.4,0.33,3.1731,post-market
ORLY,2023-06-30,2023-07-26,10.22,10.09,0.13,1.2884,post-market
ORLY,2023-03-31,2023-04-26,8.28,8,0.28,3.5,post-market
ORLY,2022-12-31,2023-02-08,8.37,7.75,0.62,8,post-market
ORLY,2022-09-30,2022-10-26,9.17,8.5,0.67,7.8824,post-market
ORLY,2022-06-30,2022-07-27,8.78,8.96,-0.18,-2.0089,post-market
ORLY,2022-03-31,2022-04-27,7.17,7.48,-0.31,-4.1444,post-market
ORLY,2021-12-31,2022-02-09,7.64,6.05,1.59,26.281,post-market
ORLY,2021-09-30,2021-10-27,8.07,7.19,0.88,12.2392,post-market
ORLY,2021-06-30,2021-07-28,8.33,7.56,0.77,10.1852,post-market
ORLY,2021-03-31,2021-04-28,7.06,5.47,1.59,29.0676,post-market
ODFL,2023-12-31,2024-01-31,2.94,2.85,0.09,3.1579,pre-market
ODFL,2023-09-30,2023-10-25,3.09,2.92,0.17,5.8219,pre-market
ODFL,2023-06-30,2023-07-26,2.65,2.65,0,0,pre-market
ODFL,2023-03-31,2023-04-26,2.58,2.7,-0.12,-4.4444,pre-market
ODFL,2022-12-31,2023-02-01,2.92,2.68,0.24,8.9552,pre-market
ODFL,2022-09-30,2022-10-26,3.36,3.07,0.29,9.4463,pre-market
ODFL,2022-06-30,2022-07-27,3.3,3.14,0.16,5.0955,pre-market
ODFL,2022-03-31,2022-04-27,2.6,2.39,0.21,8.7866,pre-market
ODFL,2021-12-31,2022-02-02,2.41,2.26,0.15,6.6372,pre-market
ODFL,2021-09-30,2021-10-27,2.47,2.37,0.1,4.2194,pre-market
ODFL,2021-06-30,2021-07-28,2.31,2.16,0.15,6.9444,pre-market
ODFL,2021-03-31,2021-04-22,1.7,1.58,0.12,7.5949,pre-market
ON,2023-12-31,2024-02-05,1.25,1.21,0.04,3.3058,pre-market
ON,2023-09-30,2023-10-30,1.39,1.34,0.05,3.7313,pre-market
ON,2023-06-30,2023-07-31,1.33,1.21,0.12,9.9174,pre-market
ON,2023-03-31,2023-05-01,1.19,1.09,0.1,9.1743,pre-market
ON,2022-12-31,2023-02-06,1.32,1.27,0.05,3.937,pre-market
ON,2022-09-30,2022-10-31,1.45,1.31,0.14,10.687,pre-market
ON,2022-06-30,2022-08-01,1.34,1.26,0.08,6.3492,pre-market
ON,2022-03-31,2022-05-02,1.22,1.05,0.17,16.1905,pre-market
ON,2021-12-31,2022-02-07,1.09,0.94,0.15,15.9574,pre-market
ON,2021-09-30,2021-11-01,0.87,0.74,0.13,17.5676,pre-market
ON,2021-06-30,2021-08-02,0.63,0.49,0.14,28.5714,pre-market
ON,2021-03-31,2021-05-03,0.35,0.34,0.01,2.9412,pre-market
PCAR,2023-12-31,2024-01-23,2.7,2.22,0.48,21.6216,pre-market
PCAR,2023-09-30,2023-10-24,2.34,2.12,0.22,10.3774,pre-market
PCAR,2023-06-30,2023-07-25,2.33,2.18,0.15,6.8807,pre-market
PCAR,2023-03-31,2023-04-25,2.25,1.81,0.44,24.3094,pre-market
PCAR,2022-12-31,2023-01-24,1.76,1.47,0.29,19.7279,pre-market
PCAR,2022-09-30,2022-10-25,1.47,1.32,0.15,11.3636,pre-market
PCAR,2022-06-30,2022-07-26,1.38,1.21,0.17,14.0496,pre-market
PCAR,2022-03-31,2022-04-26,1.15,1.03,0.12,11.6505,pre-market
PCAR,2021-12-31,2022-01-25,0.98,0.88,0.1,11.3636,pre-market
PCAR,2021-09-30,2021-10-26,0.72,0.8,-0.08,-10,pre-market
PCAR,2021-06-30,2021-07-27,0.94,0.93,0.01,1.0753,pre-market
PCAR,2021-03-31,2021-04-27,0.9,0.85,0.05,5.8824,pre-market
PANW,2023-10-31,2023-11-15,1.38,1.16,0.22,18.9655,post-market
PANW,2023-07-31,2023-08-18,1.44,1.28,0.16,12.5,post-market
PANW,2023-04-30,2023-05-23,1.1,0.93,0.17,18.2796,post-market
PANW,2023-01-31,2023-02-21,1.05,0.78,0.27,34.6154,post-market
PANW,2022-10-31,2022-11-17,0.83,0.69,0.14,20.2899,post-market
PANW,2022-07-31,2022-08-22,0.8,0.76,0.04,5.2632,post-market
PANW,2022-04-30,2022-05-19,0.6,0.56,0.04,7.1429,post-market
PANW,2022-01-31,2022-02-22,0.58,0.55,0.03,5.4545,post-market
PANW,2021-10-31,2021-11-18,0.55,0.52,0.03,5.7692,post-market
PANW,2021-07-31,2021-08-23,0.53,0.48,0.05,10.4167,post-market
PANW,2021-04-30,2021-05-20,0.46,0.43,0.03,6.9767,post-market
PANW,2021-01-31,2021-02-22,0.52,0.48,0.04,8.3333,post-market
PAYX,2023-11-30,2023-12-21,1.08,1.07,0.01,0.9346,pre-market
PAYX,2023-08-31,2023-09-27,1.14,1.12,0.02,1.7857,pre-market
PAYX,2023-05-31,2023-06-29,0.97,0.97,0,0,pre-market
PAYX,2023-02-28,2023-03-29,1.29,1.24,0.05,4.0323,pre-market
PAYX,2022-11-30,2022-12-22,0.99,0.95,0.04,4.2105,pre-market
PAYX,2022-08-31,2022-09-28,1.03,0.97,0.06,6.1856,pre-market
PAYX,2022-05-31,2022-06-29,0.81,0.79,0.02,2.5316,pre-market
PAYX,2022-02-28,2022-03-30,1.15,1.05,0.1,9.5238,pre-market
PAYX,2021-11-30,2021-12-22,0.91,0.8,0.11,13.75,pre-market
PAYX,2021-08-31,2021-09-30,0.89,0.8,0.09,11.25,pre-market
PAYX,2021-05-31,2021-06-25,0.72,0.67,0.05,7.4627,pre-market
PAYX,2021-02-28,2021-04-06,0.96,0.92,0.04,4.3478,pre-market
PYPL,2023-12-31,2024-02-07,1.48,1.36,0.12,8.8235,pre-market
PYPL,2023-09-30,2023-11-01,1.3,1.23,0.07,5.6911,post-market
PYPL,2023-06-30,2023-08-02,1.16,1.16,0,0,post-market
PYPL,2023-03-31,2023-05-08,1.17,1.1,0.07,6.3636,post-market
PYPL,2022-12-31,2023-02-09,1.24,1.2,0.04,3.3333,post-market
PYPL,2022-09-30,2022-11-03,1.08,0.96,0.12,12.5,post-market
PYPL,2022-06-30,2022-08-02,0.93,0.86,0.07,8.1395,post-market
PYPL,2022-03-31,2022-04-27,0.88,0.88,0,0,post-market
PYPL,2021-12-31,2022-02-01,1.11,1.12,-0.01,-0.8929,post-market
PYPL,2021-09-30,2021-11-08,1.11,1.07,0.04,3.7383,post-market
PYPL,2021-06-30,2021-07-28,1.15,1.12,0.03,2.6786,post-market
PYPL,2021-03-31,2021-05-05,1.22,1.01,0.21,20.7921,post-market
PDD,2023-12-31,2024-03-20,17.32,11.45,5.87,51.2664,pre-market
PDD,2023-09-30,2023-11-28,11.61,8.7,2.91,33.4483,pre-market
PDD,2023-06-30,2023-08-29,10.47,7.28,3.19,43.8187,pre-market
PDD,2023-03-31,2023-05-26,6.92,3.79,3.13,82.5858,pre-market
PDD,2022-12-31,2023-03-20,8.34,8.3,0.04,0.4819,pre-market
PDD,2022-09-30,2022-11-28,8.62,4.69,3.93,83.7953,pre-market
PDD,2022-06-30,2022-08-29,7.54,2.76,4.78,173.1884,pre-market
PDD,2022-03-31,2022-05-27,2.95,1.69,1.26,74.5562,pre-market
PDD,2021-12-31,2022-03-21,5.88,2.21,3.67,166.0633,pre-market
PDD,2021-09-30,2021-11-26,2.18,0.15,2.03,1353.3333,pre-market
PDD,2021-06-30,2021-08-24,2.85,-1.32,4.17,315.9091,pre-market
PDD,2021-03-31,2021-05-26,-1.52,-2.66,1.14,42.8571,pre-market
PEP,2023-12-31,2024-02-09,1.78,1.72,0.06,3.4884,pre-market
PEP,2023-09-30,2023-10-10,2.25,2.15,0.1,4.6512,pre-market
PEP,2023-06-30,2023-07-13,2.09,1.96,0.13,6.6327,pre-market
PEP,2023-03-31,2023-04-25,1.5,1.39,0.11,7.9137,pre-market
PEP,2022-12-31,2023-02-09,1.67,1.65,0.02,1.2121,pre-market
PEP,2022-09-30,2022-10-12,1.97,1.84,0.13,7.0652,pre-market
PEP,2022-06-30,2022-07-12,1.86,1.74,0.12,6.8966,pre-market
PEP,2022-03-31,2022-04-26,1.29,1.23,0.06,4.878,pre-market
PEP,2021-12-31,2022-02-10,1.53,1.52,0.01,0.6579,pre-market
PEP,2021-09-30,2021-10-05,1.79,1.73,0.06,3.4682,pre-market
PEP,2021-06-30,2021-07-13,1.72,1.53,0.19,12.4183,pre-market
PEP,2021-03-31,2021-04-15,1.21,1.12,0.09,8.0357,pre-market
QCOM,2023-12-31,2024-01-31,2.75,2.37,0.38,16.0338,post-market
QCOM,2023-09-30,2023-11-01,2.02,1.91,0.11,5.7592,post-market
QCOM,2023-06-30,2023-08-02,1.87,1.81,0.06,3.3149,post-market
QCOM,2023-03-31,2023-05-03,2.15,2.15,0,0,post-market
QCOM,2022-12-31,2023-02-02,2.37,2.34,0.03,1.2821,post-market
QCOM,2022-09-30,2022-11-02,3.13,3.13,0,0,post-market
QCOM,2022-06-30,2022-07-27,2.96,2.87,0.09,3.1359,post-market
QCOM,2022-03-31,2022-04-27,3.21,2.91,0.3,10.3093,post-market
QCOM,2021-12-31,2022-02-02,3.23,3.01,0.22,7.309,post-market
QCOM,2021-09-30,2021-11-03,2.55,2.26,0.29,12.8319,post-market
QCOM,2021-06-30,2021-07-28,1.92,1.68,0.24,14.2857,post-market
QCOM,2021-03-31,2021-04-28,1.9,1.67,0.23,13.7725,post-market
REGN,2023-12-31,2024-02-02,11.86,10.73,1.13,10.5312,pre-market
REGN,2023-09-30,2023-11-02,11.59,10.72,0.87,8.1157,pre-market
REGN,2023-06-30,2023-08-03,10.24,9.84,0.4,4.065,pre-market
REGN,2023-03-31,2023-05-04,10.09,9.56,0.53,5.5439,pre-market
REGN,2022-12-31,2023-02-03,12.56,10.03,2.53,25.2243,pre-market
REGN,2022-09-30,2022-11-03,11.14,9.48,1.66,17.5105,pre-market
REGN,2022-06-30,2022-08-03,9.77,8.84,0.93,10.5204,pre-market
REGN,2022-03-31,2022-05-04,8.93,9.74,-0.81,-8.3162,pre-market
REGN,2021-12-31,2022-02-04,21.32,18.35,2.97,16.1853,pre-market
REGN,2021-09-30,2021-11-04,14.37,10.1,4.27,42.2772,pre-market
REGN,2021-06-30,2021-08-05,25.8,17.53,8.27,47.1763,pre-market
REGN,2021-03-31,2021-05-06,9.89,9,0.89,9.8889,pre-market
ROP,2023-12-31,2024-01-31,4.37,4.34,0.03,0.6912,pre-market
ROP,2023-09-30,2023-10-25,4.32,4.22,0.1,2.3697,pre-market
ROP,2023-06-30,2023-07-21,4.12,3.99,0.13,3.2581,pre-market
ROP,2023-03-31,2023-04-27,3.9,3.85,0.05,1.2987,pre-market
ROP,2022-12-31,2023-01-27,3.92,3.77,0.15,3.9788,pre-market
ROP,2022-09-30,2022-10-26,3.67,3.46,0.21,6.0694,pre-market
ROP,2022-06-30,2022-07-22,3.95,3.59,0.36,10.0279,pre-market
ROP,2022-03-31,2022-04-26,3.77,3.69,0.08,2.168,pre-market
ROP,2021-12-31,2022-02-02,3.73,3.67,0.06,1.6349,pre-market
ROP,2021-09-30,2021-10-22,3.91,3.83,0.08,2.0888,pre-market
ROP,2021-06-30,2021-07-23,3.76,3.67,0.09,2.4523,pre-market
ROP,2021-03-31,2021-04-27,3.6,3.32,0.28,8.4337,pre-market
ROST,2023-10-31,2023-11-16,1.33,1.22,0.11,9.0164,post-market
ROST,2023-07-31,2023-08-17,1.32,1.16,0.16,13.7931,post-market
ROST,2023-04-30,2023-05-18,1.09,1.06,0.03,2.8302,post-market
ROST,2023-01-31,2023-02-28,1.31,1.24,0.07,5.6452,post-market
ROST,2022-10-31,2022-11-17,1,0.81,0.19,23.4568,post-market
ROST,2022-07-31,2022-08-18,1.11,0.99,0.12,12.1212,post-market
ROST,2022-04-30,2022-05-19,0.91,1,-0.09,-9,post-market
ROST,2022-01-31,2022-03-01,1.04,0.97,0.07,7.2165,post-market
ROST,2021-10-31,2021-11-18,1.09,0.78,0.31,39.7436,post-market
ROST,2021-07-31,2021-08-19,1.39,0.98,0.41,41.8367,post-market
ROST,2021-04-30,2021-05-20,1.34,0.88,0.46,52.2727,post-market
ROST,2021-01-31,2021-03-02,0.67,1,-0.33,-33,post-market
SIRI,2023-12-31,2024-02-01,0.09,0.08,0.01,12.5,pre-market
SIRI,2023-09-30,2023-10-31,0.09,0.08,0.01,12.5,pre-market
SIRI,2023-06-30,2023-08-01,0.08,0.07,0.01,14.2857,pre-market
SIRI,2023-03-31,2023-04-27,0.06,0.07,-0.01,-14.2857,pre-market
SIRI,2022-12-31,2023-02-02,0.09,0.08,0.01,12.5,pre-market
SIRI,2022-09-30,2022-11-01,0.06,0.08,-0.02,-25,pre-market
SIRI,2022-06-30,2022-07-28,0.07,0.08,-0.01,-12.5,pre-market
SIRI,2022-03-31,2022-04-28,0.08,0.08,0,0,pre-market
SIRI,2021-12-31,2022-02-01,0.08,0.07,0.01,14.2857,pre-market
SIRI,2021-09-30,2021-10-28,0.1,0.07,0.03,42.8571,pre-market
SIRI,2021-06-30,2021-07-27,0.07,0.07,0,0,pre-market
SIRI,2021-03-31,2021-04-28,0.07,0.06,0.01,16.6667,pre-market
SBUX,2023-12-31,2024-03-13,0.9,0.93,-0.03,-3.2258,post-market
SBUX,2023-09-30,2023-11-02,1.06,0.97,0.09,9.2784,pre-market
SBUX,2023-06-30,2023-08-01,1,0.95,0.05,5.2632,post-market
SBUX,2023-03-31,2023-05-02,0.74,0.65,0.09,13.8462,post-market
SBUX,2022-12-31,2023-02-02,0.75,0.77,-0.02,-2.5974,post-market
SBUX,2022-09-30,2022-11-03,0.81,0.72,0.09,12.5,post-market
SBUX,2022-06-30,2022-08-02,0.84,0.75,0.09,12,post-market
SBUX,2022-03-31,2022-05-03,0.59,0.59,0,0,post-market
SBUX,2021-12-31,2022-02-01,0.72,0.8,-0.08,-10,post-market
SBUX,2021-09-30,2021-10-28,1,0.99,0.01,1.0101,post-market
SBUX,2021-06-30,2021-07-27,1.01,0.78,0.23,29.4872,post-market
SBUX,2021-03-31,2021-04-27,0.62,0.53,0.09,16.9811,post-market
SNPS,2023-10-31,2023-11-29,3.17,3.04,0.13,4.2763,post-market
SNPS,2023-07-31,2023-08-16,2.88,2.74,0.14,5.1095,post-market
SNPS,2023-04-30,2023-05-17,2.54,2.46,0.08,3.252,post-market
SNPS,2023-01-31,2023-02-15,2.62,2.5,0.12,4.8,post-market
SNPS,2022-10-31,2022-11-30,1.91,1.85,0.06,3.2432,post-market
SNPS,2022-07-31,2022-08-17,2.1,1.99,0.11,5.5276,post-market
SNPS,2022-04-30,2022-05-18,2.5,2.37,0.13,5.4852,post-market
SNPS,2022-01-31,2022-02-16,2.4,2.37,0.03,1.2658,post-market
SNPS,2021-10-31,2021-12-01,1.82,1.78,0.04,2.2472,post-market
SNPS,2021-07-31,2021-08-18,1.81,1.78,0.03,1.6854,post-market
SNPS,2021-04-30,2021-05-19,1.7,1.52,0.18,11.8421,post-market
SNPS,2021-01-31,2021-02-17,1.52,1.47,0.05,3.4014,post-market
TTWO,2023-12-31,2024-02-08,0.71,0.72,-0.01,-1.3889,post-market
TTWO,2023-09-30,2023-11-08,1.22,1.03,0.19,18.4466,post-market
TTWO,2023-06-30,2023-08-08,0.27,0.42,-0.15,-35.7143,post-market
TTWO,2023-03-31,2023-05-17,0.59,0.68,-0.09,-13.2353,post-market
TTWO,2022-12-31,2023-02-06,0.86,0.87,-0.01,-1.1494,post-market
TTWO,2022-09-30,2022-11-07,1.3,1.37,-0.07,-5.1095,post-market
TTWO,2022-06-30,2022-08-08,0.74,0.85,-0.11,-12.9412,post-market
TTWO,2022-03-31,2022-05-16,1.09,1.04,0.05,4.8077,post-market
TTWO,2021-12-31,2022-02-07,1.32,1.22,0.1,8.1967,post-market
TTWO,2021-09-30,2021-11-03,1.63,1.34,0.29,21.6418,post-market
TTWO,2021-06-30,2021-08-02,1.01,0.89,0.12,13.4831,post-market
TTWO,2021-03-31,2021-05-18,0.94,0.67,0.27,40.2985,post-market
TMUS,2023-12-31,2024-03-11,1.67,1.9,-0.23,-12.1053,pre-market
TMUS,2023-09-30,2023-10-25,1.82,1.74,0.08,4.5977,pre-market
TMUS,2023-06-30,2023-07-27,1.86,1.69,0.17,10.0592,post-market
TMUS,2023-03-31,2023-04-27,1.58,1.48,0.1,6.7568,post-market
TMUS,2022-12-31,2023-02-01,1.18,1.1,0.08,7.2727,pre-market
TMUS,2022-09-30,2022-10-27,0.4,0.04,0.36,900,post-market
TMUS,2022-06-30,2022-07-27,0.43,0.25,0.18,72,pre-market
TMUS,2022-03-31,2022-04-27,0.57,0.33,0.24,72.7273,pre-market
TMUS,2021-12-31,2022-02-02,0.34,0.15,0.19,126.6667,post-market
TMUS,2021-09-30,2021-11-02,0.55,0.53,0.02,3.7736,post-market
TMUS,2021-06-30,2021-07-29,0.78,0.53,0.25,47.1698,post-market
TMUS,2021-03-31,2021-05-04,0.74,0.57,0.17,29.8246,post-market
TSLA,2023-12-31,2024-01-24,0.71,0.74,-0.03,-4.0541,post-market
TSLA,2023-09-30,2023-10-18,0.66,0.72,-0.06,-8.3333,post-market
TSLA,2023-06-30,2023-07-19,0.91,0.82,0.09,10.9756,post-market
TSLA,2023-03-31,2023-04-19,0.85,0.85,0,0,post-market
TSLA,2022-12-31,2023-01-25,1.19,1.13,0.06,5.3097,post-market
TSLA,2022-09-30,2022-10-19,1.05,0.99,0.06,6.0606,post-market
TSLA,2022-06-30,2022-07-20,0.76,0.6,0.16,26.6667,post-market
TSLA,2022-03-31,2022-04-20,1.07,0.75,0.32,42.6667,post-market
TSLA,2021-12-31,2022-01-26,0.85,0.79,0.06,7.5949,post-market
TSLA,2021-09-30,2021-10-20,0.62,0.53,0.09,16.9811,post-market
TSLA,2021-06-30,2021-07-26,0.48,0.33,0.15,45.4545,post-market
TSLA,2021-03-31,2021-04-26,0.31,0.26,0.05,19.2308,post-market
TXN,2023-12-31,2024-01-23,1.49,1.47,0.02,1.3605,post-market
TXN,2023-09-30,2023-10-24,1.85,1.82,0.03,1.6484,post-market
TXN,2023-06-30,2023-07-25,1.87,1.76,0.11,6.25,post-market
TXN,2023-03-31,2023-04-25,1.85,1.78,0.07,3.9326,post-market
TXN,2022-12-31,2023-01-24,2.13,1.98,0.15,7.5758,post-market
TXN,2022-09-30,2022-10-25,2.45,2.39,0.06,2.5105,post-market
TXN,2022-06-30,2022-07-26,2.45,2.12,0.33,15.566,post-market
TXN,2022-03-31,2022-04-26,2.35,2.18,0.17,7.7982,post-market
TXN,2021-12-31,2022-01-25,2.27,1.94,0.33,17.0103,post-market
TXN,2021-09-30,2021-10-26,2.07,2.05,0.02,0.9756,post-market
TXN,2021-06-30,2021-07-21,2.05,1.83,0.22,12.0219,post-market
TXN,2021-03-31,2021-04-27,1.85,1.58,0.27,17.0886,post-market
TTD,2023-12-31,2024-02-15,0.41,0.43,-0.02,-4.6512,post-market
TTD,2023-09-30,2023-11-09,0.33,0.29,0.04,13.7931,post-market
TTD,2023-06-30,2023-08-09,0.28,0.26,0.02,7.6923,post-market
TTD,2023-03-31,2023-05-10,0.23,0.12,0.11,91.6667,post-market
TTD,2022-12-31,2023-02-15,0.38,0.36,0.02,5.5556,pre-market
TTD,2022-09-30,2022-11-09,0.26,0.22,0.04,18.1818,pre-market
TTD,2022-06-30,2022-08-09,0.2,0.2,0,0,post-market
TTD,2022-03-31,2022-05-10,0.21,0.15,0.06,40,post-market
TTD,2021-12-31,2022-02-16,0.42,0.28,0.14,50,pre-market
TTD,2021-09-30,2021-11-08,0.18,0.15,0.03,20,pre-market
TTD,2021-06-30,2021-08-09,0.18,0.13,0.05,38.4615,pre-market
TTD,2021-03-31,2021-05-10,0.14,0.07,0.07,100,pre-market
VRSK,2023-12-31,2024-02-21,1.4,1.44,-0.04,-2.7778,pre-market
VRSK,2023-09-30,2023-11-01,1.52,1.47,0.05,3.4014,pre-market
VRSK,2023-06-30,2023-08-02,1.51,1.41,0.1,7.0922,pre-market
VRSK,2023-03-31,2023-05-03,1.29,1.19,0.1,8.4034,pre-market
VRSK,2022-12-31,2023-02-28,1.43,1.18,0.25,21.1864,post-market
VRSK,2022-09-30,2022-11-01,1.46,1.47,-0.01,-0.6803,post-market
VRSK,2022-06-30,2022-08-02,1.53,1.41,0.12,8.5106,post-market
VRSK,2022-03-31,2022-05-03,1.34,1.39,-0.05,-3.5971,post-market
VRSK,2021-12-31,2022-02-22,1.47,1.41,0.06,4.2553,post-market
VRSK,2021-09-30,2021-11-02,1.44,1.36,0.08,5.8824,post-market
