symbol,date,1. open,2. high,3. low,4. close,5. volume
ANSS,2021-12-23,390.8400,404.9850,383.8200,403.5900,1443426
ANSS,2021-12-17,398.5000,408.6250,387.9600,396.8600,2346540
ANSS,2021-12-10,387.5200,407.7800,383.0100,398.4500,1799364
ANSS,2021-12-03,386.0700,401.1000,379.2250,385.3800,2345130
ANSS,2021-11-26,402.4200,408.0800,380.8400,382.4800,1799325
ANSS,2021-11-19,393.4100,403.6250,389.3500,402.5200,1546044
ANSS,2021-11-12,407.3100,408.1500,383.9500,391.8200,1614516
ANSS,2021-11-05,380.7100,413.8900,374.1700,406.6900,2346313
ANSS,2021-10-29,370.0000,382.0900,368.2900,379.5800,1379586
ANSS,2021-10-22,357.1500,375.0000,355.9900,370.0400,1350515
ANSS,2021-10-15,345.3400,361.1800,342.7700,358.8500,1123340
ANSS,2021-10-08,341.6100,352.0800,331.3700,345.6700,1275368
ANSS,2021-10-01,357.7800,358.0000,338.5000,344.7400,1544892
ANSS,2021-09-24,360.2500,363.4900,352.3600,361.5500,1212493
ANSS,2021-09-17,375.7300,376.2900,362.5400,364.6300,1710642
ANSS,2021-09-10,369.6100,377.2600,364.9500,373.6100,1049023
ANSS,2021-09-03,366.6100,372.9500,362.7600,368.3800,1668850
ANSS,2021-08-27,363.4000,370.1850,361.2300,365.0200,1253264
ANSS,2021-08-20,362.5300,364.0850,352.8354,362.2200,1332608
ANSS,2021-08-13,374.2100,374.2100,359.7300,362.5900,1316668
ANSS,2021-08-06,370.0000,376.4900,342.4200,374.7400,1982931
ANSS,2021-07-30,364.4400,368.8800,353.5200,368.4600,1160280
ANSS,2021-07-23,346.1000,367.1500,340.7900,365.4000,1492156
ANSS,2021-07-16,355.2300,356.9550,347.8200,349.7900,1296457
ANSS,2021-07-09,354.6800,358.4000,344.3300,353.7600,1264896
ANSS,2021-07-02,346.6000,354.9900,346.0100,353.4100,1524811
ANSS,2021-06-25,331.9300,344.9100,329.3950,343.4800,2733202
ANSS,2021-06-18,336.8400,339.8100,327.8500,331.4300,2287087
ANSS,2021-06-11,335.3300,339.6400,325.5100,336.4200,2379017
ANSS,2021-06-04,340.9200,340.9200,327.7300,338.7800,1334670
ANSS,2021-05-28,334.6800,343.7900,332.5200,337.9400,2036280
ANSS,2021-05-21,324.2000,336.9900,316.2200,330.2600,1673952
ANSS,2021-05-14,329.8800,332.2600,313.7500,326.4700,2758362
ANSS,2021-05-07,369.0300,369.5400,328.2400,332.3800,2789688
ANSS,2021-04-30,370.4400,378.7500,364.7410,365.6600,1541792
ANSS,2021-04-23,371.7400,374.1400,361.1400,371.7300,1624854
ANSS,2021-04-16,367.0900,375.4350,365.4500,373.9300,1902080
ANSS,2021-04-09,353.9900,367.3300,353.3300,366.7000,1725746
ANSS,2021-04-01,342.0400,356.9900,330.4700,351.8500,2435040
ANSS,2021-03-26,326.2600,343.7100,323.4648,342.9600,2816238
ANSS,2021-03-19,314.7700,333.2400,314.7700,324.2500,2922701
ANSS,2021-03-12,307.4700,325.4400,292.8300,316.8800,3501723
ANSS,2021-03-05,347.3900,352.4900,292.7900,308.0300,3862738
ANSS,2021-02-26,393.6100,393.6100,336.8300,340.9900,3356798
ANSS,2021-02-19,404.8900,413.1900,383.3950,395.3700,1454365
ANSS,2021-02-12,381.1100,404.1600,379.4800,403.6000,1676361
ANSS,2021-02-05,358.1000,384.6600,356.2700,379.4800,1604442
ANSS,2021-01-29,376.5900,377.6500,345.4500,354.3700,2552448
ANSS,2021-01-22,367.2700,380.7550,365.2700,374.5700,1736935
ANSS,2021-01-15,371.6500,378.8500,362.2200,364.2800,2472055
ANSS,2021-01-08,362.3500,375.7800,348.5291,374.6600,2597001
AAPL,2023-12-29,193.6100,194.6600,191.0900,192.5300,153541162
AAPL,2023-12-22,196.0900,197.6800,192.9700,193.6000,231859933
AAPL,2023-12-15,193.1100,199.6200,191.4200,197.5700,379414755
AAPL,2023-12-08,189.9800,195.9900,187.4511,195.7100,251797045
AAPL,2023-12-01,189.9200,192.0900,188.1900,191.2400,216481441
AAPL,2023-11-24,189.8900,192.9300,189.2500,189.9700,148351454
AAPL,2023-11-17,185.8200,190.9600,184.2100,189.6900,262880715
AAPL,2023-11-10,176.3800,186.5650,176.2100,186.4000,303653020
AAPL,2023-11-03,169.0200,177.7800,167.9000,176.6500,310075876
AAPL,2023-10-27,170.9100,174.0100,165.6700,168.2200,286078102
AAPL,2023-10-20,176.7500,179.0750,172.6400,172.8800,288377600
AAPL,2023-10-13,176.8100,182.3400,175.8000,178.8500,241839090
AAPL,2023-10-06,171.2200,177.9900,170.8200,177.4900,260574027
AAPL,2023-09-29,174.2000,176.9700,167.6200,171.2100,285838995
AAPL,2023-09-22,176.4800,179.6950,173.8600,174.7900,297395196
AAPL,2023-09-15,180.0700,180.3000,173.5800,175.0100,403746390
AAPL,2023-09-08,188.2800,189.9800,173.5400,178.1800,305126712
AAPL,2023-09-01,180.0900,189.9200,178.5450,189.4600,264199503
AAPL,2023-08-25,175.0700,181.5500,173.7350,178.6100,247514268
AAPL,2023-08-18,177.9700,179.6900,171.9600,174.4900,261498109
AAPL,2023-08-11,182.1300,183.1300,176.5500,177.7900,332501087
AAPL,2023-08-04,196.0600,196.7300,181.9200,181.9900,302694989
AAPL,2023-07-28,193.4100,197.2000,192.2500,195.8300,226011789
AAPL,2023-07-21,191.9000,198.2300,191.2300,191.9400,310914135
AAPL,2023-07-14,189.2600,191.7000,186.6000,190.6900,250269110
AAPL,2023-07-07,193.7800,193.8800,189.2000,190.6800,170349466
AAPL,2023-06-30,186.8300,194.4800,185.2300,193.9700,281596832
AAPL,2023-06-23,184.4100,187.5600,182.5901,186.6800,203677112
AAPL,2023-06-16,181.2700,186.9900,180.9700,184.9200,333836397
AAPL,2023-06-09,182.6300,184.9510,177.3200,180.9600,347854340
AAPL,2023-06-02,176.9600,181.7800,176.5700,180.9500,286176391
AAPL,2023-05-26,173.9800,175.7700,170.5200,175.4300,250354916
AAPL,2023-05-19,173.1600,176.3900,170.4201,175.1600,258634688
AAPL,2023-05-12,172.4800,174.5900,171.0000,172.5700,250061982
AAPL,2023-05-05,169.2800,174.3000,164.3100,173.5700,360723248
AAPL,2023-04-28,165.0000,169.8500,162.8000,169.6800,254947569
AAPL,2023-04-21,165.0900,168.1600,164.0300,165.0200,249150510
AAPL,2023-04-14,161.4200,166.3200,159.7800,165.2100,263326290
AAPL,2023-04-06,164.2700,166.8400,161.8000,164.6600,200156349
AAPL,2023-03-31,159.9400,165.0000,155.9800,164.9000,267939590
AAPL,2023-03-24,155.0700,162.1400,154.1500,160.2500,350159914
AAPL,2023-03-17,147.8050,156.7400,147.7000,155.0000,410519933
AAPL,2023-03-10,153.7850,156.3000,147.6096,148.5000,313350829
AAPL,2023-03-03,147.7100,151.1100,143.9000,151.0300,274036517
AAPL,2023-02-24,150.2000,151.3000,145.7202,146.7100,213742390
AAPL,2023-02-17,150.9520,156.3300,150.8500,152.5500,316887898
AAPL,2023-02-10,152.5750,155.2300,149.2200,151.0100,330758787
AAPL,2023-02-03,144.9550,157.3800,141.3200,154.5000,480249683
AAPL,2023-01-27,138.1200,147.2300,137.9000,145.9300,338655715
AAPL,2023-01-20,134.8300,138.6100,133.7700,137.8700,271823466
AAPL,2023-01-13,130.4650,134.9200,128.1200,134.7600,333335284
AAPL,2023-01-06,130.2800,130.9000,124.1700,129.6200,369948527
AAPL,2022-12-30,131.3800,131.4100,125.8700,129.9300,307184140
AAPL,2022-12-23,135.1100,136.8100,129.6400,131.8600,384620427
AAPL,2022-12-16,142.7000,149.9692,133.7300,134.5100,505728804
AAPL,2022-12-09,147.7700,150.9199,140.0000,142.1600,341500071
AAPL,2022-12-02,145.1400,149.1300,140.3550,147.8100,401189067
AAPL,2022-11-25,150.1600,151.8300,146.9250,148.1100,204025457
AAPL,2022-11-18,148.9700,153.5900,146.1500,151.2900,382679685
AAPL,2022-11-11,137.1100,150.0100,134.5933,149.7000,461034592
AAPL,2022-11-04,153.1550,155.4500,134.3800,138.3800,510660451
AAPL,2022-10-28,147.1850,157.5000,144.1300,155.7400,513092901
AAPL,2022-10-21,141.0650,147.8479,140.2700,147.2700,397216487
AAPL,2022-10-14,140.4200,144.5200,134.3700,138.3800,424188362
AAPL,2022-10-07,138.2100,147.5400,137.6850,140.0900,435940423
AAPL,2022-09-30,149.6600,154.7200,138.0000,138.2000,577537048
AAPL,2022-09-23,149.3100,158.7400,148.5600,150.4300,473155533
AAPL,2022-09-16,159.5900,164.2600,148.3700,150.7000,568337936
AAPL,2022-09-09,156.4700,157.8200,152.6800,157.3700,313749966
AAPL,2022-09-02,161.1450,162.9000,154.6700,155.8100,389809404
AAPL,2022-08-26,169.6900,171.0500,163.5600,163.6200,307194601
AAPL,2022-08-19,171.5200,176.1500,171.3101,171.5200,322647151
AAPL,2022-08-12,166.3700,172.1700,163.2500,172.1000,318856922
AAPL,2022-08-05,161.0100,167.1900,159.6300,165.3500,322415021
AAPL,2022-07-29,154.0100,163.6300,150.8000,162.5100,370548915
AAPL,2022-07-22,150.7400,156.2800,146.7000,154.0900,360988692
AAPL,2022-07-15,145.6700,150.8600,142.1201,150.1700,366480107
AAPL,2022-07-08,137.7700,147.5500,136.9300,147.0400,278295402
AAPL,2022-07-01,142.6950,143.4900,133.7737,138.9300,373781666
AAPL,2022-06-24,133.4200,141.9100,133.3200,141.6600,315960327
AAPL,2022-06-17,132.8700,137.3400,129.0400,131.5600,541006195
AAPL,2022-06-10,147.0300,149.8697,137.0600,137.1300,354396344
AAPL,2022-06-03,149.0700,151.7400,144.4600,145.3800,338923395
AAPL,2022-05-27,137.7900,149.6800,137.1400,149.6400,495921758
AAPL,2022-05-20,145.5500,149.7700,132.6100,137.5900,548244690
AAPL,2022-05-13,154.9250,156.7400,138.8000,147.1100,686227375
AAPL,2022-05-06,156.7100,166.4800,153.2700,157.2800,566193362
AAPL,2022-04-29,161.1200,166.2000,155.3800,157.6500,540082324
AAPL,2022-04-22,163.9200,171.5300,161.5000,161.7900,376576076
AAPL,2022-04-14,168.7100,171.2700,165.0400,165.2900,297460188
AAPL,2022-04-08,174.5700,178.4900,169.2000,170.0900,390677922
AAPL,2022-04-01,172.1700,179.6100,171.9400,174.3100,465395123
AAPL,2022-03-25,163.5100,175.2800,163.0150,174.7200,438484780
AAPL,2022-03-18,151.4500,164.4800,150.1000,163.9800,501667481
AAPL,2022-03-11,163.3600,165.0200,154.5000,154.7300,521334165
AAPL,2022-03-04,163.0600,168.9100,161.9700,163.1700,418753837
AAPL,2022-02-25,164.9800,166.6900,152.0000,164.8500,413588646
AAPL,2022-02-18,167.3700,173.3400,166.1900,167.3000,364011266
AAPL,2022-02-11,172.8600,176.6500,168.0400,168.6400,412902045
AAPL,2022-02-04,170.1600,176.2399,169.5100,172.3900,458553231
AAPL,2022-01-28,160.0200,170.3500,154.7000,170.3300,688670659
AAPL,2022-01-21,171.5100,172.5400,162.3000,162.4100,397684401
AAPL,2022-01-14,169.0800,177.1800,168.1700,173.0700,422454950
AAPL,2022-01-07,177.8300,182.9400,171.0300,172.1700,482162362
AAPL,2021-12-31,177.0850,181.3300,177.0700,177.5700,337847299
AAPL,2021-12-23,168.2800,176.8499,167.4600,176.2800,359176889
AAPL,2021-12-17,181.1150,182.1300,169.6900,171.1400,769789942
AAPL,2021-12-10,164.2900,179.6300,164.2800,179.4500,569227705
AAPL,2021-12-03,159.3700,170.3000,157.8000,161.8400,669981566
AAPL,2021-11-26,161.6800,165.7000,156.3600,156.8100,359933163
AAPL,2021-11-19,150.3700,161.0200,149.3400,160.5500,462419283
AAPL,2021-11-12,151.4100,151.5700,147.4800,149.9900,281026556
AAPL,2021-11-05,148.9850,152.4300,147.8000,151.2800,322688958
AAPL,2021-10-29,148.6800,153.1650,146.4128,149.8000,392739936
AAPL,2021-10-22,143.4450,150.1800,143.1600,148.6900,340691290
AAPL,2021-10-15,142.2700,144.8950,139.2000,144.8400,354098233
AAPL,2021-10-08,141.7600,144.2150,138.2700,142.9000,382910000
AAPL,2021-10-01,145.4700,145.9600,139.1101,142.6500,441421358
AAPL,2021-09-24,143.8000,147.4701,141.2700,146.9200,394033205
AAPL,2021-09-17,150.6300,151.4200,145.7600,146.0600,492884912
AAPL,2021-09-10,154.9700,157.2600,148.7000,148.9700,354897433
AAPL,2021-09-03,149.0000,154.9800,148.6100,154.3000,386760934
AAPL,2021-08-27,148.3100,150.8600,146.8300,148.6000,272129118
AAPL,2021-08-20,148.5350,151.6800,144.5000,148.1900,429624447
AAPL,2021-08-13,146.2000,149.4444,145.3000,149.1000,299050639
AAPL,2021-08-06,146.3600,148.0450,145.1800,146.1400,284559337
AAPL,2021-07-30,148.2700,149.8300,142.5400,145.8600,420947531
AAPL,2021-07-23,143.7500,148.7177,141.6700,148.5600,441563639
AAPL,2021-07-16,146.2100,150.0000,143.6300,146.3900,504249326
AAPL,2021-07-09,140.0700,145.6500,140.0700,145.1100,418559640
AAPL,2021-07-02,133.4100,140.0000,133.3500,139.9600,321360130
AAPL,2021-06-25,130.3000,134.6400,129.2100,133.1100,354155878
AAPL,2021-06-18,127.8200,132.5500,127.0700,130.4600,456667151
AAPL,2021-06-11,126.1700,128.4600,124.8321,127.3500,327048055
AAPL,2021-06-04,125.0800,126.1600,123.1300,125.8900,278314493
AAPL,2021-05-28,126.0100,128.3200,124.5500,124.6100,357615057
AAPL,2021-05-21,126.8200,128.0000,122.8600,125.4300,386352101
AAPL,2021-05-14,129.4100,129.5400,122.2500,127.4500,514165627
AAPL,2021-05-07,132.0400,134.0700,126.7000,130.2100,453802325
AAPL,2021-04-30,134.8300,137.0700,131.0650,131.4600,501621389
AAPL,2021-04-23,133.5100,135.5300,131.3001,134.3200,421246935
AAPL,2021-04-16,132.5200,135.0000,130.6300,134.1600,444178798
AAPL,2021-04-09,123.8700,133.0400,123.0700,132.9950,447820438
AAPL,2021-04-01,121.6500,124.1800,118.8600,123.0000,359904082
AAPL,2021-03-26,120.3300,124.2400,118.9200,121.2100,488825826
AAPL,2021-03-19,121.4100,127.2200,119.6750,119.9900,626770404
AAPL,2021-03-12,120.9300,123.2100,116.2100,121.0300,586977280
AAPL,2021-03-05,123.7500,128.7200,117.5700,121.4200,663456753
AAPL,2021-02-26,128.0100,129.7200,118.3900,121.2600,680391444
AAPL,2021-02-19,135.4900,136.0100,127.4100,129.8700,362474097
AAPL,2021-02-12,136.0300,137.8770,133.6921,135.3700,344357350
AAPL,2021-02-05,133.7500,137.4200,130.9300,136.7600,438264070
AAPL,2021-01-29,143.0700,145.0900,130.2100,131.9600,716990967
AAPL,2021-01-22,127.7800,139.8500,126.9380,139.0700,430065722
AAPL,2021-01-15,129.1900,131.4500,126.8600,127.1400,481518252
AAPL,2021-01-08,133.5200,133.6116,126.3820,132.0500,610791157
AMAT,2023-12-29,162.3000,165.0100,160.7000,162.0700,11653786
AMAT,2023-12-22,160.8900,163.0000,156.8300,162.0500,21724429
AMAT,2023-12-15,149.2100,164.2087,149.1350,161.9500,34191116
AMAT,2023-12-08,150.0400,150.6600,144.5700,147.7200,26077659
AMAT,2023-12-01,149.5000,152.8200,146.5050,151.5900,26690018
AMAT,2023-11-24,148.8800,153.7897,148.1650,150.3400,20675256
AMAT,2023-11-17,149.0000,157.7600,141.9400,148.5900,44446976
AMAT,2023-11-10,140.4000,150.9900,139.2100,150.6800,25696720
AMAT,2023-11-03,131.9600,141.7700,129.2100,139.7500,25489262
AMAT,2023-10-27,133.2000,135.8050,129.7500,131.3000,26037029
AMAT,2023-10-20,141.7600,143.0500,133.3600,134.1200,32921056
AMAT,2023-10-13,139.4700,148.4000,137.7600,141.1400,26463162
AMAT,2023-10-06,138.8600,141.4100,135.1500,140.2900,26158388
AMAT,2023-09-29,135.8900,141.5600,133.1035,138.4500,26590454
AMAT,2023-09-22,137.8800,140.9800,134.9350,136.1700,28324835
AMAT,2023-09-15,150.0000,150.0000,136.7100,138.2500,32525291
AMAT,2023-09-08,153.9700,155.2600,145.1300,147.5300,18570342
AMAT,2023-09-01,145.3050,154.5400,143.8600,153.9900,22869902
AMAT,2023-08-25,143.2800,151.1500,140.9600,144.3600,29781222
AMAT,2023-08-18,138.2000,143.6500,135.5300,142.6600,31455841
AMAT,2023-08-11,147.0500,150.6900,138.5300,138.8300,21347897
AMAT,2023-08-04,151.9300,152.8600,145.0700,145.6600,21068850
AMAT,2023-07-28,137.6000,153.2800,136.8100,151.9300,31098202
AMAT,2023-07-21,142.9800,146.5000,133.5200,136.4000,43749275
AMAT,2023-07-14,139.7800,145.3899,134.0100,142.7400,31134071
AMAT,2023-07-07,144.0200,145.9090,138.7575,139.5700,16985500
AMAT,2023-06-30,136.4700,146.6900,136.4700,144.5400,31304422
AMAT,2023-06-23,139.1100,140.3200,134.8425,136.0700,19276373
AMAT,2023-06-16,137.7400,142.5300,136.8300,138.9300,33639636
AMAT,2023-06-09,134.8200,137.9800,130.7500,136.1200,22286931
AMAT,2023-06-02,138.0000,138.8000,131.6915,134.6300,28999502
AMAT,2023-05-26,127.2300,136.6900,120.1800,136.0600,34288834
AMAT,2023-05-19,116.6900,132.0600,116.0200,126.9500,39438162
AMAT,2023-05-12,116.8650,117.5900,112.8600,116.0900,17991689
AMAT,2023-05-05,113.3000,116.6200,111.2000,116.0600,23100117
AMAT,2023-04-28,113.4900,113.9400,109.1500,113.0300,33237867
AMAT,2023-04-21,109.2200,116.3300,109.0000,113.4600,31472652
AMAT,2023-04-14,112.4700,117.8300,111.3700,112.9000,23819528
AMAT,2023-04-06,121.6300,122.9700,111.8720,114.4500,22885681
AMAT,2023-03-31,120.7500,123.5200,115.5800,122.8300,29247688
AMAT,2023-03-24,122.9950,125.6200,118.0500,119.5300,35945796
AMAT,2023-03-17,113.7900,124.3900,111.9200,122.6000,46611829
AMAT,2023-03-10,119.8500,121.5000,113.9200,114.3900,28187558
AMAT,2023-03-03,113.5100,119.3200,111.4900,118.9600,38866250
AMAT,2023-02-24,113.6400,114.8300,109.4800,111.3100,25617619
AMAT,2023-02-17,115.1700,119.5800,113.3800,115.4400,32468037
AMAT,2023-02-10,118.2100,121.2900,112.9700,114.7700,26613492
AMAT,2023-02-03,110.6900,124.9200,107.9650,119.9800,41178607
AMAT,2023-01-27,108.5300,115.7600,108.5000,112.5000,31650335
AMAT,2023-01-20,109.4050,112.3900,106.0900,109.6500,20625775
AMAT,2023-01-13,105.5500,111.8850,104.1600,109.9700,27356120
AMAT,2023-01-06,99.7700,104.8550,96.1200,104.2700,24009926
AMAT,2022-12-30,96.1800,97.6400,93.6750,97.3800,18874325
AMAT,2022-12-23,104.8300,106.5100,95.3300,97.2200,31893530
AMAT,2022-12-16,106.8200,116.0900,103.5500,104.7300,40518967
AMAT,2022-12-09,106.3700,109.7400,103.7700,107.3400,25847324
AMAT,2022-12-02,104.0000,110.6700,102.6601,106.7100,31880479
AMAT,2022-11-25,103.5300,108.5700,101.8400,105.8200,24869743
AMAT,2022-11-18,108.8600,112.1200,100.2100,104.7000,50886704
AMAT,2022-11-11,92.2600,110.8850,92.1000,110.5300,47468518
AMAT,2022-11-04,88.8600,93.2900,84.7000,91.7000,39174802
AMAT,2022-10-28,82.8300,90.2500,81.9000,89.7200,44557467
AMAT,2022-10-21,77.2100,82.6500,74.1500,82.4200,56439850
AMAT,2022-10-14,82.0000,82.1300,71.1200,74.8200,62439393
AMAT,2022-10-07,83.0400,91.1900,82.0200,82.6000,41871519
AMAT,2022-09-30,84.2900,86.4000,81.5300,81.9300,38821869
AMAT,2022-09-23,87.8500,91.2600,82.7000,84.2900,32553660
AMAT,2022-09-16,96.8950,97.6700,86.9401,88.8700,37593659
AMAT,2022-09-09,91.1200,97.0100,89.2200,96.5100,21817486
AMAT,2022-09-02,97.5500,98.7100,89.0300,91.2400,42655681
AMAT,2022-08-26,102.7950,105.1800,98.5500,98.8000,31205905
AMAT,2022-08-19,109.8000,111.6500,103.3500,104.6300,41173972
AMAT,2022-08-12,109.2000,111.3189,97.8800,110.3800,37197308
AMAT,2022-08-05,104.4900,111.2200,103.6600,109.6200,25027178
AMAT,2022-07-29,100.5100,106.5499,98.5700,105.9800,28624061
AMAT,2022-07-22,95.7600,103.9680,92.5500,101.6700,32764759
AMAT,2022-07-15,89.5000,94.5900,86.4100,94.4700,33343492
AMAT,2022-07-08,83.2400,91.6500,82.6700,91.1900,27643779
AMAT,2022-07-01,97.9700,98.9100,84.4600,86.2700,40320560
AMAT,2022-06-24,91.7000,98.2800,91.1600,97.3600,38728657
AMAT,2022-06-17,98.2600,99.3000,87.6200,89.8300,54730530
AMAT,2022-06-10,117.1350,117.8800,101.8100,101.8800,28028834
AMAT,2022-06-03,117.5500,118.6800,112.8000,114.9600,28092643
AMAT,2022-05-27,107.0900,119.7000,105.0700,119.4800,39516312
AMAT,2022-05-20,109.6100,117.3200,101.3300,106.4600,48788666
AMAT,2022-05-13,107.9400,112.6319,102.9900,111.8600,44889250
AMAT,2022-05-06,111.1000,119.1200,108.1800,112.5000,35651025
AMAT,2022-04-29,111.4100,116.1600,107.9000,110.3500,40210668
AMAT,2022-04-22,112.5000,122.3700,112.3400,112.8000,38079146
AMAT,2022-04-14,118.2000,119.2600,113.2500,113.3600,34731386
AMAT,2022-04-08,127.1700,129.7000,117.0700,119.9600,49597617
AMAT,2022-04-01,135.0900,142.0100,125.5700,127.4100,36372565
AMAT,2022-03-25,134.1050,138.9900,131.2000,137.0600,30293970
AMAT,2022-03-18,123.7400,135.7500,119.1000,135.1400,41525249
AMAT,2022-03-11,127.5600,130.0000,118.1700,123.6400,38975669
AMAT,2022-03-04,133.8200,137.0595,124.1200,125.7400,36197018
AMAT,2022-02-25,129.9400,136.1399,122.6800,135.7200,32351238
AMAT,2022-02-18,132.3700,143.7900,129.6900,133.3500,46620593
AMAT,2022-02-11,135.7600,145.1600,131.2809,132.4900,39537742
AMAT,2022-02-04,132.9200,141.3980,131.6300,135.5700,43429368
AMAT,2022-01-28,131.5100,141.5800,123.8510,132.4500,63701658
AMAT,2022-01-21,165.3600,165.8900,134.6500,135.0600,48206561
AMAT,2022-01-14,147.7200,167.0600,143.2700,167.0000,50803090
AMAT,2022-01-07,157.7400,161.8400,150.6400,150.8100,32067102
AMAT,2021-12-31,156.1850,163.0200,156.1850,157.3600,24670817
AMAT,2021-12-23,143.8000,156.5400,143.2500,155.4900,19559524
AMAT,2021-12-17,154.0900,155.3500,144.2200,146.1500,35289951
AMAT,2021-12-10,145.7815,158.3425,141.0200,152.7300,36388974
AMAT,2021-12-03,146.7700,156.5800,143.3300,145.8300,55153838
AMAT,2021-11-26,151.0000,152.9800,142.2200,143.2900,29809222
AMAT,2021-11-19,156.9628,159.0000,149.7400,150.0300,45229488
AMAT,2021-11-12,154.8600,157.4100,150.2700,156.8200,30609027
AMAT,2021-11-05,136.9800,153.7300,136.4183,153.2900,31103339
AMAT,2021-10-29,136.2500,137.9200,131.4100,136.6500,31814801
AMAT,2021-10-22,130.3600,141.5600,129.8444,135.9300,28877649
AMAT,2021-10-15,125.7000,132.9100,124.9365,131.5900,30844057
AMAT,2021-10-08,127.6600,129.9500,123.1700,126.2200,36330506
AMAT,2021-10-01,139.6000,143.2700,126.4200,129.1300,42649823
AMAT,2021-09-24,136.5600,142.3700,133.4500,141.9200,30299608
AMAT,2021-09-17,138.7200,144.6300,137.4400,140.8000,42035677
AMAT,2021-09-10,136.6465,140.8000,131.7500,136.8400,28855197
AMAT,2021-09-03,137.5743,137.8900,133.2400,135.8300,26448690
AMAT,2021-08-27,128.3100,137.1500,127.8000,136.5500,33175055
AMAT,2021-08-20,129.4250,132.0500,125.2500,127.2000,48118758
AMAT,2021-08-13,143.4880,143.6900,127.6900,129.9000,41735990
AMAT,2021-08-06,141.0400,145.2500,140.2400,142.6500,29380507
AMAT,2021-07-30,138.2300,141.4000,131.5800,139.9300,29938315
AMAT,2021-07-23,125.1900,139.0000,123.8800,138.4300,32695277
AMAT,2021-07-16,135.9900,139.8800,127.9200,128.1800,31641017
AMAT,2021-07-09,139.2800,141.1099,129.7201,134.9000,26923214
AMAT,2021-07-02,138.7800,142.7900,137.5200,138.1600,31281539
AMAT,2021-06-25,131.1900,139.2098,130.3171,136.1900,31643084
AMAT,2021-06-18,136.8000,140.6100,130.6300,131.2300,40887793
AMAT,2021-06-11,139.4550,140.7500,134.5700,136.8200,33200777
AMAT,2021-06-04,139.0000,142.1200,135.0900,139.8500,30095201
AMAT,2021-05-28,130.1900,139.4600,129.5900,138.1300,52517556
AMAT,2021-05-21,122.0000,130.6899,117.7900,128.6600,59831983
AMAT,2021-05-14,131.9150,131.9150,114.3900,124.8300,71057818
AMAT,2021-05-07,134.2500,135.6100,125.3200,132.9500,44021119
AMAT,2021-04-30,134.8300,138.6700,131.4000,132.7100,35227425
AMAT,2021-04-23,133.3943,135.7400,128.3100,134.8600,52084281
AMAT,2021-04-16,137.8200,138.7300,132.8500,133.7300,43271697
AMAT,2021-04-09,145.5000,146.0000,136.8200,138.9100,65960092
AMAT,2021-04-01,127.0400,142.3600,123.4700,141.5200,53029224
AMAT,2021-03-26,117.6048,128.9800,115.5600,128.6400,64253616
AMAT,2021-03-19,114.6300,121.2714,112.1400,114.8600,47883863
AMAT,2021-03-12,112.8000,117.8500,105.5000,114.2900,48094191
AMAT,2021-03-05,121.1800,122.4800,105.6500,113.4500,43166298
AMAT,2021-02-26,117.9700,123.0200,110.6900,118.1900,50175588
AMAT,2021-02-19,118.5100,124.5000,112.0900,119.4600,45769851
AMAT,2021-02-12,101.8500,117.8200,101.7600,116.7000,37676110
AMAT,2021-02-05,99.2460,105.2000,97.6800,100.7100,32258326
AMAT,2021-01-29,107.5100,110.1000,96.0700,96.6800,39626718
AMAT,2021-01-22,105.1000,110.8750,104.3900,106.3300,32769603
AMAT,2021-01-15,94.6200,106.6000,94.1800,103.1400,41447393
AMAT,2021-01-08,87.2400,97.8000,86.1500,95.5600,43098913
ASML,2023-12-29,750.1000,765.7950,750.0000,756.9200,1975579
ASML,2023-12-22,747.3700,755.9200,729.6100,752.5300,3841318
ASML,2023-12-15,704.7200,760.3250,702.6000,752.9600,6455911
ASML,2023-12-08,686.7400,703.2700,679.1200,696.4300,3716964
ASML,2023-12-01,687.6600,695.5795,672.6450,692.2000,3596956
ASML,2023-11-24,685.3200,696.9700,679.9200,691.1800,2255781
ASML,2023-11-17,654.1400,687.5900,648.2700,686.0900,4208972
ASML,2023-11-10,636.8800,663.2200,631.1701,661.2800,4375910
ASML,2023-11-03,592.7700,647.0000,582.4800,642.4100,5207367
ASML,2023-10-27,577.6100,602.7600,573.8600,590.0000,5474010
ASML,2023-10-20,601.0400,610.3499,573.8600,580.1000,7602169
ASML,2023-10-13,587.6500,624.1900,582.4100,599.7500,5524315
ASML,2023-10-06,583.3600,600.4900,567.5700,597.3600,5146313
ASML,2023-09-29,583.6300,600.8550,563.9950,588.6600,5685859
ASML,2023-09-22,588.1800,600.8299,582.1200,587.1000,5212057
ASML,2023-09-15,630.8300,631.5300,594.0200,596.6600,7532958
ASML,2023-09-08,665.1300,669.7850,625.2200,627.8600,3572702
ASML,2023-09-01,657.0600,674.5400,652.3550,662.5200,3550945
ASML,2023-08-25,653.8600,680.9500,635.8659,651.0100,5095943
ASML,2023-08-18,652.9500,666.7400,642.8750,655.3300,3990803
ASML,2023-08-11,690.4400,695.3200,661.2700,661.7800,3815377
ASML,2023-08-04,721.2900,722.7100,672.7300,678.0400,4184354
ASML,2023-07-28,685.0000,721.5000,677.4400,718.3700,5398655
ASML,2023-07-21,744.5000,760.0000,673.3400,693.3600,10427781
ASML,2023-07-14,703.7100,771.9800,695.6850,754.0200,5919011
